Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category
Existing Customer,58,M,1,College,Single,$80K - $120K,Blue
Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue
Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue
Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue
Attrited Customer,46,F,3,High School,Single,Unknown,Silver
Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue
Attrited Customer,43,M,2,College,Divorced,$120K +,Blue
Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue
Existing Customer,63,F,0,College,Single,Less than $40K,Blue
Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue
Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue
Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold
Existing Customer,49,M,1,High School,Single,$120K +,Blue
Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue
Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue
Existing Customer,39,F,2,Unknown,Single,Unknown,Blue
Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue
Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue
Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue
Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver
Existing Customer,49,F,4,Graduate,Married,Unknown,Blue
Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue
Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue
Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue
Existing Customer,51,M,3,College,Married,$80K - $120K,Blue
Existing Customer,43,F,2,High School,Single,Less than $40K,Blue
Existing Customer,34,F,0,Graduate,Married,Unknown,Blue
Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue
Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue
Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue
Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue
Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue
Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue
Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue
Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue
Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue
Existing Customer,58,F,1,College,Married,Less than $40K,Blue
Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue
Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue
Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue
Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue
Attrited Customer,59,F,2,High School,Married,Unknown,Blue
Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue
Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue
Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue
Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue
Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue
Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue
Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue
Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue
Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue
Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue
Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue
Existing Customer,42,M,4,High School,Married,$120K +,Gold
Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue
Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue
Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue
Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue
Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue
Existing Customer,46,M,3,College,Single,$80K - $120K,Silver
Existing Customer,50,M,2,College,Married,$60K - $80K,Blue
Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue
Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue
Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue
Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue
Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue
Existing Customer,45,M,3,High School,Single,Less than $40K,Blue
Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue
Existing Customer,49,F,2,College,Married,Less than $40K,Blue
Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue
Existing Customer,43,M,4,Unknown,Married,$120K +,Blue
Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue
Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue
Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue
Existing Customer,47,F,3,Unknown,Single,Unknown,Blue
Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue
Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue
Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue
Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue
Existing Customer,58,F,1,High School,Married,Less than $40K,Blue
Existing Customer,48,F,3,College,Married,Less than $40K,Blue
Existing Customer,46,M,3,College,Married,$80K - $120K,Blue
Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue
Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue
Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue
Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue
Existing Customer,53,F,1,College,Single,Less than $40K,Blue
Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue
Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue
Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue
Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue
Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue
Existing Customer,42,M,3,College,Single,$80K - $120K,Blue
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue
Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue
Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue
Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue
Attrited Customer,43,M,2,High School,Married,$120K +,Blue
Existing Customer,37,F,1,High School,Single,Less than $40K,Blue
Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue
Existing Customer,44,F,2,High School,Single,Less than $40K,Blue
Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue
Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue
Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue
Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue
Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue
Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue
Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue
Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver
Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue
Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue
Existing Customer,44,M,2,College,Married,$60K - $80K,Blue
Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue
Existing Customer,47,F,1,Graduate,Single,Unknown,Blue
Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue
Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue
Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue
Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue
Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue
Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue
Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue
Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue
Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue
Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue
Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue
Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue
Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue
Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue
Existing Customer,46,F,4,Graduate,Married,Unknown,Blue
Existing Customer,50,F,2,High School,Single,Less than $40K,Blue
Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue
Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue
Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Silver
Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue
Existing Customer,50,F,0,High School,Married,Less than $40K,Blue
Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue
Existing Customer,49,M,1,Graduate,Single,$80K - $120K,Blue
Existing Customer,50,F,2,Graduate,Single,$40K - $60K,Blue
Existing Customer,49,F,2,College,Single,$40K - $60K,Blue
Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K,Blue
Existing Customer,60,M,0,College,Unknown,Less than $40K,Blue
Existing Customer,49,M,4,Graduate,Single,$40K - $60K,Blue
Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue
Existing Customer,42,M,3,College,Single,$80K - $120K,Silver
Existing Customer,43,M,3,Graduate,Single,$120K +,Blue
Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K,Silver
Existing Customer,43,M,5,Uneducated,Married,$60K - $80K,Blue
Existing Customer,47,M,1,High School,Married,$60K - $80K,Blue
Existing Customer,56,M,1,Uneducated,Single,$80K - $120K,Blue
Existing Customer,56,M,2,Doctorate,Single,$80K - $120K,Blue
Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue
Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue
Existing Customer,47,F,1,Graduate,Married,Unknown,Blue
Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue
Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue
Existing Customer,42,F,1,High School,Married,Less than $40K,Blue
Existing Customer,49,F,1,High School,Married,Less than $40K,Blue
Existing Customer,48,M,2,High School,Married,$80K - $120K,Blue
Existing Customer,44,M,5,Doctorate,Single,$120K +,Blue
Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue
Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue
Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue
Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue
Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K,Blue
Existing Customer,35,F,1,High School,Married,Less than $40K,Blue
Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue
Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue
Existing Customer,43,M,2,College,Single,$120K +,Blue
Existing Customer,64,F,1,High School,Divorced,Unknown,Blue
Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue
Existing Customer,49,M,5,Doctorate,Single,$40K - $60K,Blue
Existing Customer,46,M,3,Uneducated,Single,$120K +,Blue
Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue
Existing Customer,47,M,5,Graduate,Married,$60K - $80K,Blue
Existing Customer,38,F,2,Unknown,Single,$40K - $60K,Blue
Existing Customer,52,M,1,Unknown,Married,$120K +,Blue
Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue
Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue
Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue
Existing Customer,47,M,4,Unknown,Unknown,Less than $40K,Blue
Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue
Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue
Existing Customer,40,F,3,College,Unknown,$40K - $60K,Blue
Existing Customer,33,M,2,Doctorate,Single,$120K +,Blue
Existing Customer,47,F,2,High School,Single,Less than $40K,Blue
Existing Customer,46,M,3,College,Married,$60K - $80K,Blue
Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue
Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue
Existing Customer,51,F,1,High School,Single,Less than $40K,Blue
Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue
Existing Customer,48,F,4,Uneducated,Single,Unknown,Blue
Existing Customer,50,F,4,College,Married,Unknown,Blue
Existing Customer,35,M,2,High School,Unknown,$40K - $60K,Blue
Existing Customer,35,F,4,Graduate,Single,Less than $40K,Blue
Existing Customer,51,F,1,Graduate,Single,Less than $40K,Blue
Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K,Blue
Existing Customer,50,F,2,High School,Married,Less than $40K,Blue
Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue
Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue
Existing Customer,31,F,0,Post-Graduate,Single,Less than $40K,Blue
Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Silver
Existing Customer,45,F,2,Post-Graduate,Single,Unknown,Blue
Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue
Existing Customer,53,M,0,Uneducated,Divorced,$120K +,Blue
Attrited Customer,51,M,2,High School,Married,$80K - $120K,Blue
Existing Customer,38,F,2,Uneducated,Single,$40K - $60K,Blue
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue
Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue
Existing Customer,38,M,1,Graduate,Single,$80K - $120K,Blue
Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue
Existing Customer,43,F,5,Unknown,Single,Less than $40K,Blue
Existing Customer,54,M,2,Unknown,Single,$120K +,Blue
Existing Customer,42,F,5,High School,Divorced,Less than $40K,Blue
Attrited Customer,35,F,1,College,Single,Less than $40K,Blue
Existing Customer,62,F,0,High School,Single,Unknown,Silver
Existing Customer,48,F,3,College,Married,Less than $40K,Blue
Existing Customer,41,M,4,High School,Single,$120K +,Blue
Existing Customer,49,F,2,Graduate,Unknown,$40K - $60K,Blue
Existing Customer,54,M,0,Graduate,Single,$80K - $120K,Blue
Attrited Customer,53,F,3,College,Married,Less than $40K,Blue
Existing Customer,51,M,2,Graduate,Divorced,$60K - $80K,Blue
Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue
Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue
Existing Customer,65,F,2,College,Single,$40K - $60K,Blue
Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver
Existing Customer,42,M,3,High School,Single,Less than $40K,Blue
Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver
Existing Customer,57,F,0,Unknown,Married,Less than $40K,Blue
Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue
Existing Customer,57,F,5,Graduate,Married,$40K - $60K,Blue
Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue
Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue
Existing Customer,42,F,3,Unknown,Married,Unknown,Blue
Existing Customer,45,F,3,Doctorate,Divorced,Unknown,Blue
Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue
Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue
Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue
Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue
Existing Customer,62,F,0,High School,Single,Less than $40K,Blue
Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue
Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue
Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue
Existing Customer,39,M,3,College,Single,$120K +,Blue
Existing Customer,42,F,2,Unknown,Unknown,Less than $40K,Blue
Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue
Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue
Existing Customer,47,F,2,Post-Graduate,Single,$40K - $60K,Blue
Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue
Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue
Existing Customer,45,M,4,College,Married,$80K - $120K,Blue
Existing Customer,62,M,1,Graduate,Single,$120K +,Blue
Existing Customer,45,F,3,High School,Unknown,Less than $40K,Blue
Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue
Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue
Existing Customer,50,M,2,High School,Married,$120K +,Blue
Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue
Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue
Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue
Existing Customer,65,M,1,Uneducated,Single,Less than $40K,Blue
Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue
Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue
Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue
Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue
Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue
Existing Customer,38,F,2,Graduate,Single,$40K - $60K,Blue
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue
Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue
Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue
Existing Customer,57,F,2,High School,Married,Less than $40K,Blue
Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue
Existing Customer,47,F,1,Doctorate,Divorced,Less than $40K,Blue
Existing Customer,43,F,3,High School,Married,Less than $40K,Silver
Existing Customer,52,F,3,Unknown,Single,Unknown,Blue
Existing Customer,64,F,0,High School,Single,Less than $40K,Blue
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue
Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue
Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue
Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue
Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue
Existing Customer,51,F,3,High School,Single,Unknown,Blue
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue
Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue
Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue
Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue
Existing Customer,38,F,2,High School,Married,Unknown,Blue
Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue
Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue
Existing Customer,38,M,3,Graduate,Single,$120K +,Blue
Existing Customer,47,M,5,Unknown,Single,$120K +,Blue
Existing Customer,32,F,0,Unknown,Single,Unknown,Blue
Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue
Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue
Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue
Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue
Attrited Customer,53,F,2,College,Single,Unknown,Blue
Existing Customer,44,F,5,College,Married,Less than $40K,Blue
Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue
Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue
Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue
Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue
Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue
Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue
